link,title,item_no,image_list,description,compatibility_list,variants
https://eurolub.com/en/doppelkupplungsfluid-dkg-p4324/,Dual-Clutch Fluid (DKG),545XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/451636_545xxx.png'],['<p>This oil is developed according to the requirements of increasingly advanced double clutch transmissions according to manufacturer specifications. Colour: yellow.</p>'],"['<li>VW G 052 529</li>', '<li>VW G 052 182</li>', '<li>BMW 83222148578</li>', '<li>BMW 83222148579</li>', '<li>BMW 83220440214</li>', '<li>BMW 83222147477</li>', '<li>Ford WSS-M2C936-A</li>', '<li>DTFR 13C130 (236.21)</li>', '<li>MB 236.25</li>', '<li>Mitsubishi MZ320065</li>', '<li>PSA 9734.S2</li>', '<li>Porsche 999.917.080.00</li>', '<li>Volvo 1161838</li>', '<li>Volvo 1161839</li>']","[{'sku': '545001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/662521_545001.png', 'name': '1 L'}, {'sku': '545020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/787032_545020.png', 'name': '20 L'}, {'sku': '545060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/308445_545060.png', 'name': '60 L'}, {'sku': '545208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/274211_545208.png', 'name': '208 L'}, {'sku': '545100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/17268_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-6-p4092/,Gear Fluid 6,370XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/692527_370xxx.png'],['<p>Premium ATF satisfying the highest requirements when used as automatic transmission oil in passenger cars and steering systems. Colour: red.</p>'],"['<li>AW JWS 3309 (T-IV)</li>', '<li>AW JWS 3324 (WS)</li>', '<li>AW AW-1</li>', '<li>Allison C-3</li>', '<li>Allison C-4</li>', '<li>BMW 7045E</li>', '<li>BMW 8072B</li>', '<li>BMW LA2634</li>', '<li>BMW Mini C T-IV</li>', '<li>CAT TO-2</li>', '<li>Chrysler Dodge Mopar AS68RC</li>', '<li>Chrysler Dodge Mopar AS69RC (T-IV)</li>', '<li>Chrysler ATF+</li>', '<li>Chrysler ATF+2</li>', '<li>Chrysler ATF+3</li>', '<li>Chrysler ATF+4</li>', '<li>Fiat Type IV</li>', '<li>Daihatsu ATF D-II</li>', '<li>Daihatsu ATF D-III PS</li>', '<li>Ford Mercon</li>', '<li>Ford Mercon LV</li>', '<li>Ford Mercon M2C138-CJ</li>', '<li>Ford Mercon M2C166-H</li>', '<li>Ford WSS-M2C922-A1</li>', '<li>Ford WSS-M2C924-A</li>', '<li>GM Dexron IID</li>', '<li>GM Dexron IIIH</li>', '<li>GM Dexron VI</li>', '<li>Honda Acura DW-1</li>', '<li>Honda Acura ATF-Z1</li>', '<li>Hyundai/Kia SP-II</li>', '<li>Hyundai/Kia SP-III</li>', '<li>Hyundai/Kia SP-IV</li>', '<li>Hyundai/Kia SP-IV M</li>', '<li>Hyundai/Kia SP-IV RR</li>', '<li>Hyundai/Kia JWS 3314</li>', '<li>Hyundai/Kia JWS 9683</li>', '<li>Isuzu ATF II/III/SP</li>', '<li>Jaguar ATF 3403 M115</li>', '<li>Jaguar JLM 20238</li>', '<li>Jaguar JLM 20292</li>', '<li>JASO M315-2013 1A</li>', '<li>JASO M315-2013 1A-LV</li>', '<li>JASO M315-2013 2A</li>', '<li>Mazda ATF DII</li>', '<li>Mazda ATF M-III</li>', '<li>Mazda ATF M-V</li>', '<li>Mazda ATF F-1</li>', '<li>Mazda ATF N-1</li>', '<li>Mazda ATF S-1</li>', '<li>Mazda ATF 3317</li>', '<li>DTFR 13C100 (236.1)</li>', '<li>DTFR 13C120 (236.2)</li>', '<li>DTFR 38B100 (236.3)</li>', '<li>MB 236.5</li>', '<li>DTFR 13C140 (236.7)</li>', '<li>DTFR 13C150 (236.8)</li>', '<li>DTFR 13C170 (236.9)</li>', '<li>MB 236.41</li>', '<li>Mitsubishi SK</li>', '<li>Mitsubishi SP-II</li>', '<li>Mitsubishi SP-III</li>', '<li>Mitsubishi SP-IV</li>', '<li>Mitsubishi AW</li>', '<li>Mitsubishi J2</li>', '<li>Mitsubishi J3</li>', '<li>Mitsubishi ATF PA</li>', '<li>Nissan Matic C/D/J/K/S</li>', '<li>Porsche ATF 3403-M115</li>', '<li>Porsche ATF T-IV</li>', '<li>Subaru ATF AW-1</li>', '<li>Subaru ATF 5AT</li>', '<li>Subaru ATF HP</li>', '<li>Suzuki ATF 3309</li>', '<li>Suzuki ATF 3314</li>', '<li>Suzuki ATF 3317</li>', '<li>Suzuki ATF 2326</li>', '<li>Suzuki ATF 23848K</li>', '<li>Toyota D-II</li>', '<li>Toyota D-III</li>', '<li>Toyota T-III</li>', '<li>Toyota T-IV</li>', '<li>Toyota WS</li>', '<li>VW G 052 025</li>', '<li>VW G 052 055</li>', '<li>VW G 052 162</li>', '<li>VW G 052 990</li>', '<li>VW G 053 025</li>', '<li>VW G 055 025</li>', '<li>VW G 055 162</li>', '<li>VW G 055 540</li>', '<li>VW G 060 162</li>', '<li>Voith 55.6335</li>', '<li>Volvo 97335</li>', '<li>Volvo 97340</li>', '<li>Volvo 1161540</li>', '<li>ZF 5HP 18FL</li>', '<li>ZF 5HP 19FL</li>', '<li>ZF 5HP 24A</li>', '<li>ZF 5HP 30</li>', '<li>ZF 4HP 20</li>']","[{'sku': '370001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/952862_370001.png', 'name': '1 L'}, {'sku': '370005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/784846_370005.png', 'name': '5 L'}, {'sku': '370020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/182607_370020.png', 'name': '20 L'}, {'sku': '370060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/816082_370060.png', 'name': '60 L'}, {'sku': '370208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/81331_370208.png', 'name': '208 L'}, {'sku': '370100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/677567_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-8g-p4120/,Gear Fluid 8G,376XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/736403_376xxx.png'],['<p>Modern ATF with low viscosity for automatic transmissions. Specially developed for 8HP transmissions. Colour: green.</p>'],"['<li>VW G 060 162</li>', '<li>BMW 8322 2152426</li>', '<li>Landrover LR023288</li>', '<li>Landrover LR023289</li>', '<li>ZF S671 090 310</li>', '<li>ZF S671 090 311</li>', '<li>ZF S671 090 312</li>', '<li>Honda ATF DW-1</li>', '<li>Honda ATF Z-1</li>']","[{'sku': '376001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/149189_376001.png', 'name': '1 L'}, {'sku': '376020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/79438_376020.png', 'name': '20 L'}, {'sku': '376060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/158768_376060.png', 'name': '60 L'}, {'sku': '376208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/803007_376208.png', 'name': '208 L'}, {'sku': '376100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/744667_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-cvt-p4085/,Gear Fluid CVT,368XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/694550_368xxx.png'],['<p>Special fluid developed for use in state-of-the-art CVT gear units. Colour: yellow.</p>'],"['<li>MB 236.20</li>', '<li>Hyundai/Kia SP-III</li>', '<li>Mazda CVT Fluid JWS 3320</li>', '<li>VW G 052 180</li>', '<li>VW TL 521 80</li>', '<li>BMW CVT EZL 799A</li>', '<li>Mini Cooper EZL 799A</li>', '<li>Ford CVT WSS-M2C928-A</li>', '<li>Ford CVT WSS-M2C933-A</li>', '<li>Ford CVT Fluid 23</li>', '<li>Ford CVT Fluid 30</li>', '<li>Ford Mercon C</li>', '<li>Chrysler Mopar CVTF+4</li>', '<li>Chrysler CVT Fluid NS-2</li>', '<li>GM DEX-CVT</li>', '<li>Daihatsu Amix CVTF DC</li>', '<li>Honda HMMF HCF2</li>', '<li>Mitsubishi CVT Fluid J1</li>', '<li>Mitsubishi CVT Fluid J4</li>', '<li>Mitsubishi SP-III</li>', '<li>Toyota CVTF TC/FE</li>', '<li>Nissan NS-1/2/3</li>', '<li>Subaru Lineartronic HAT CVTF</li>', '<li>Suzuki Green1/Green2/Green1V</li>', '<li>Suzuki SCVT Fluid</li>', '<li>Subaru i-CVT Fluid</li>', '<li>Subaru i-CVT Fluid FG</li>']","[{'sku': '368001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/72801_368001.png', 'name': '1 L'}, {'sku': '368020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/858994_368020.png', 'name': '20 L'}, {'sku': '368060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/724923_368060.png', 'name': '60 L'}, {'sku': '368208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/977022_368208.png', 'name': '208 L'}, {'sku': '368100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/871583_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-iii-p4127/,Gear Fluid III,378XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/219945_378xxx.png'],"['<p>Multi-purpose ATF for use in automatic transmissions, hydrostatic steering systems, converters, and power trains used in passenger cars, commercial vehicles and work machinery. Colour: red</p>']","['<li>GM Dexron IID</li>', '<li>GM Dexron IIE</li>', '<li>GM Dexron IIIF</li>', '<li>GM Dexron IIIG</li>', '<li>GM Dexron IIIH</li>', '<li>DTFR 13C100 (236.1)</li>', '<li>MB 236.5</li>', '<li>MB 236.6</li>', '<li>DTFR 13C140 (236.7)</li>', '<li>DTFR 13C170 (236.9)</li>', '<li>Ford Mercon M2C138-CJ</li>', '<li>Ford Mercon M2C166-H</li>', '<li>MAN 339 Typ Z1</li>', '<li>MAN 339 Typ V1</li>', '<li>Allison C-4</li>', '<li>Allison TES 389</li>', '<li>CAT TO-2</li>', '<li>Volvo 97341</li>', '<li>Voith 55.6335</li>']","[{'sku': '378001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/525108_378001.png', 'name': '1 L'}, {'sku': '378020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/957395_378020.png', 'name': '20 L'}, {'sku': '378060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/761319_378060.png', 'name': '60 L'}, {'sku': '378208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/528764_378208.png', 'name': '208 L'}, {'sku': '378100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/518680_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-ii-d-p4104/,Gear Fluid II D,373XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/515463_373xxx.png'],"['<p>ATF for use in automatic transmissions, hydrostatic steering systems, converters, and power trains used in passenger cars, commercial vehicles, and work machinery. Colour: red.</p>']","['<li>GM Dexron IID</li>', '<li>MB 236.6</li>', '<li>DTFR 13C140 (236.7)</li>', '<li>MAN 339 Typ Z1</li>', '<li>MAN 339 Typ V1</li>', '<li>CAT TO-2</li>', '<li>Allison C-4</li>', '<li>Voith 55.6335</li>']","[{'sku': '373001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/633500_373001.png', 'name': '1 L'}, {'sku': '373020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/491165_373020.png', 'name': '20 L'}, {'sku': '373060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/469036_373060.png', 'name': '60 L'}, {'sku': '373208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/659919_373208.png', 'name': '208 L'}, {'sku': '373100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/388107_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-15-bm-p4074/,Gear Fluid 15 BM,366XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/214280_366xxx.png'],['<p>Low-viscosity ATF for maximum fuel efficiency. Adapted to the requirements of Mercedes-Benz seven-speed automatic transmissions from 06/2010 or later. Colour: blue.</p>'],"['<li>MB 236.15</li>', '<li>MB 722.9 NAG2FE+</li>', '<li>SSANG YONG</li>']","[{'sku': '366001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/947847_366001.png', 'name': '1 L'}, {'sku': '366020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/989064_366020.png', 'name': '20 L'}, {'sku': '366060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/719920_366060.png', 'name': '60 L'}, {'sku': '366208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/851864_366208.png', 'name': '208 L'}, {'sku': '366100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/76408_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-as-p4098/,Gear Fluid AS,371XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/397065_371xxx.png'],['<p>High-tech ATF developed for the specific requirements of passenger cars and light commercial vehicles of Japanese origin. Other applications possible. Colour: red.</p>'],"['<li>GM Dexron IIIH</li>', '<li>Ford Mercon</li>', '<li>Ford Mercon V</li>', '<li>Ford Mercon M2C195-A</li>', '<li>Ford Mercon M2C202-B</li>', '<li>Ford WSS-M2C922-A1</li>', '<li>Ford WSS-M2C924-A</li>', '<li>Ford WSS-M2C938-A</li>', '<li>MAN 339 Typ V1</li>', '<li>MAN 339 Typ V2</li>', '<li>MAN 339 Typ Z2</li>', '<li>MAN 339 Typ Z3</li>', '<li>MAN 339 Typ Z11</li>', '<li>MB 235.71</li>', '<li>MB 236.6</li>', '<li>DTFR 13C150 (236.8)</li>', '<li>DTFR 13C170 (236.9)</li>', '<li>MB 236.10</li>', '<li>DTFR 13C110 (236.11)</li>', '<li>Voith 55.6335</li>', '<li>Voith 55.6336</li>', '<li>AW JWS 3309 (T-IV)</li>', '<li>AW JWS 3314</li>', '<li>Allison C-4</li>', '<li>Allison TES 295</li>', '<li>Allison TES 389</li>', '<li>BMW LA2334</li>', '<li>BMW LT-71141</li>', '<li>BMW ETL 7045E</li>', '<li>Chrysler ATF+3</li>', '<li>Chrysler ATF+4</li>', '<li>GM 9986195</li>', '<li>Zonda Z1</li>', '<li>Hyundai/Kia SP-II</li>', '<li>Hyundai/Kia SP-III</li>', '<li>Toyota T-IV</li>', '<li>Toyota JWS 3309</li>', '<li>Volvo 97341</li>', '<li>Volvo 5-Speed</li>', '<li>VW 50160</li>', '<li>VW TL 52 162</li>', '<li>VW G 052 990</li>', '<li>VW G 055 025</li>']","[{'sku': '371001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/757217_371001.png', 'name': '1 L'}, {'sku': '371020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/895486_371020.png', 'name': '20 L'}, {'sku': '371060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/877075_371060.png', 'name': '60 L'}, {'sku': '371208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/372207_371208.png', 'name': '208 L'}, {'sku': '371100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/745671_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-17-bm-p4170/,Gear Fluid 17 BM,387XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/388263_387xxx.png'],"['<p>High-performance, reduced-viscosity ATF based on the latest additives and a special base oil composition. Use according to manufacturer specifications. Colour: yellow.</p>']","['<li>MB 236.16</li>', '<li>MB 236.17</li>']","[{'sku': '387001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/3494_387001.png', 'name': '1 L'}, {'sku': '387020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/361495_387020.png', 'name': '20 L'}, {'sku': '387060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/188927_387060.png', 'name': '60 L'}, {'sku': '387208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/45332_387208.png', 'name': '208 L'}, {'sku': '387100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/797924_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-bm-spezial-p4139/,Gear Fluid BM SPEZIAL,381XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/457387_381xxx.png'],['<p>Excellent transmission fluid of premium class. It´s special formula provieds a failure-free operation and makes shifting gears exceptionally comfortable. Colour: yellow.</p>'],"['<li>VW G 055 005</li>', '<li>BMW 1375.4</li>', '<li>BMW 83220142516</li>', '<li>bmw 83220144137</li>', '<li>Ford Mercon LV</li>', '<li>Ford Mercon SP</li>', '<li>Jaguar C2C 8432</li>', '<li>LANDROVER TYK 5000050</li>', '<li>Hyundai/Kia 040000C90SG</li>', '<li>ZF S671 090 252</li>', '<li>ZF S671 090 253</li>', '<li>ZF S671 090 255</li>']","[{'sku': '381001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/992618_381001.png', 'name': '1 L'}, {'sku': '381020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/220111_381020.png', 'name': '20 L'}, {'sku': '381060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/626885_381060.png', 'name': '60 L'}, {'sku': '381208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/828862_381208.png', 'name': '208 L'}, {'sku': '381100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/935784_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-v-fe-p4133/,Gear Fluid V-FE,379XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/828331_379xxx.png'],"['<p>Excellent transmission fluid for automatic transmissions with good viscosity index, best oxidation stability, outstanding wear and anti-friction protection properties. Colour: red.</p>']","['<li>AW JWS 3309</li>', '<li>JASO M315-2013 1A</li>', '<li>JATCO ATF</li>', '<li>JATCO 3100 PL085</li>', '<li>Toyota T</li>', '<li>Toyota T-II</li>', '<li>Toyota T-III</li>', '<li>Toyota T-IV</li>', '<li>NISSAN MATIC D/J/K</li>', '<li>Mitsubishi SP-II</li>', '<li>Mitsubishi SP-III</li>', '<li>Mazda ATF M-III</li>', '<li>Mazda ATF M-V</li>', '<li>Daihatsu Alumix ATF MULTI</li>', '<li>Honda Acura ATF-Z1</li>', '<li>Honda ATF DW-1</li>', '<li>Suzuki ATF 3313</li>', '<li>Suzuki ATF 3317</li>', '<li>Suzuki ATF 23848K</li>', '<li>Suzuki ATF OIL</li>', '<li>Suzuki ATF OIL SPECIAL</li>', '<li>Subaru ATF</li>', '<li>Subaru ATF HP</li>', '<li>Hyundai/Kia SP-II</li>', '<li>Hyundai/Kia SP-III</li>', '<li>GM Dexron IID</li>', '<li>GM Dexron IIIH</li>', '<li>Chrysler ATF+3</li>', '<li>Chrysler ATF+4</li>', '<li>VW G 052 025-A2</li>', '<li>VW G 052 162-A1</li>', '<li>VW G 052 990-A1</li>', '<li>VW G 055 025-A1</li>', '<li>VW G 055 025-A2</li>', '<li>BMW 7045E</li>', '<li>BMW 8072B</li>', '<li>BMW LA2634</li>', '<li>BMW LT-71141</li>', '<li>DTFR 13C100 (236.1)</li>', '<li>DTFR 13C120 (236.2)</li>', '<li>DTFR 38B100 (236.3)</li>', '<li>MB 236.5</li>', '<li>MB 236.6</li>', '<li>DTFR 13C140 (236.7)</li>', '<li>DTFR 13C170 (236.9)</li>', '<li>MB 236.10</li>', '<li>DTFR 13C110 (236.11)</li>', '<li>Porsche JWS 3309</li>', '<li>Volvo 97340</li>', '<li>Volvo 97341</li>', '<li>Voith 55.6335</li>', '<li>Allison C-4</li>', '<li>Ford Mercon V</li>', '<li>MAN 339 Typ V1</li>', '<li>MAN 339 Typ V2</li>', '<li>MAN 339 Typ Z1</li>', '<li>MAN 341 Typ Z2</li>']","[{'sku': '379001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/775377_379001.png', 'name': '1 L'}, {'sku': '379020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/994720_379020.png', 'name': '20 L'}, {'sku': '379060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/112543_379060.png', 'name': '60 L'}, {'sku': '379208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/721835_379208.png', 'name': '208 L'}, {'sku': '379100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/420708_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gear-fluide-14-bm-p4145/,Gear Fluid 14 BM,382XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/833110_382xxx.png'],['<p>Modern based high-performance ATF. Specially developed for use in 7-speed automatic gears according to manufacturer specifation. Colour: red.</p>'],"['<li>MB 236.12</li>', '<li>MB 236.14</li>', '<li>Hyundai/Kia Red-1K</li>', '<li>SSANG YONG</li>']","[{'sku': '382001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/185201_382001.png', 'name': '1 L'}, {'sku': '382020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/423080_382020.png', 'name': '20 L'}, {'sku': '382060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/884806_382060.png', 'name': '60 L'}, {'sku': '382208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/38488_382208.png', 'name': '208 L'}, {'sku': '382100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/445824_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/bremsfluessigkeit-dot4-p4312/,Brake Fluid DOT4,542XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/742363_542xxx.png'],['<p>DOT4 is a brake fluid that reduces vapour bubble formation due its good dry and wet boiling point.</p>'],"['<li>FMVSS 116 DOT 3/4</li>', '<li>ISO 4925 (Class 4)</li>', '<li>SAE J 1703</li>']","[{'sku': '542001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/347484_542001.png', 'name': '1 L'}, {'sku': '542005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/200065_542005.png', 'name': '5 L'}, {'sku': '542020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/828074_542020.png', 'name': '20 L'}, {'sku': '542060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/650838_542060.png', 'name': '60 L'}]"
https://eurolub.com/en/bremsfluessigkeit-dot4-ls-6-class6-p4333/,Brake Fluid DOT4 LS.6 (CLASS6),549XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/918392_549xxx.png'],"['<p>Special, low-viscosity brake fluid DOT4 Class6 for relevant regulations in accordance with ABS, ASR, and ESP.</p>']","['<li>FMVSS 116 DOT 3/4</li>', '<li>ISO 4925 (Class 6)</li>', '<li>SAE J 1703</li>', '<li>SAE J 1704</li>', '<li>BMW QV 34 001</li>', '<li>FORD WSS-M6C65-A2</li>', '<li>GM GMBW 3356</li>', '<li>PSA S71 2114</li>', '<li>VW TL 766-Z</li>', '<li>VW 50 114</li>']","[{'sku': '549001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/839303_549001.png', 'name': '1 L'}, {'sku': '549005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/178504_549005.png', 'name': '5 L'}, {'sku': '549020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/234443_549020.png', 'name': '20 L'}, {'sku': '549060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/720728_549060.png', 'name': '60 L'}]"
https://eurolub.com/en/bremsfluessigkeit-dot42b-p4328/,Brake Fluid DOT4+,548XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/804498_548xxx.png'],['<p>Brake fluid with excellent corrosion protection and high thermal stability.</p>'],"['<li>FMVSS 116 DOT 3/4</li>', '<li>ISO 4925 (Class 3)</li>', '<li>ISO 4925 (Class 4)</li>', '<li>SAE J 1703</li>', '<li>SAE J 1704</li>']","[{'sku': '548005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/137012_548005.png', 'name': '5 L'}, {'sku': '548020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/141252_548020.png', 'name': '20 L'}, {'sku': '548060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/685532_548060.png', 'name': '60 L'}]"
https://eurolub.com/en/zh-l-st-hydraulik-fluid-p4339/,ZH-L ST Hydraulic Fluid,564XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/12660_564xxx.png'],"['<p>Specially developed for use in central hydraulic systems, servo steering, convertible top activation, and hydropneumatic chassis and shock absorbers. Colour: green.</p>']","['<li>DTFR 31B120 (345.0)</li>', '<li>VW TL 52 146</li>', '<li>VW G 002 000</li>', '<li>VW G 004 000</li>', '<li>BMW 812 29 407 758</li>', '<li>Ford WSS-M2C204-A</li>', '<li>GM B040 0070</li>', '<li>Fendt X 902.011.622</li>', '<li>MAN M 3289</li>']","[{'sku': '564001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/20777_564001.png', 'name': '1 L'}, {'sku': '564020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/646725_564020.png', 'name': '20 L'}, {'sku': '564060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/944347_564060.png', 'name': '60 L'}, {'sku': '564208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/912491_564208.png', 'name': '208 L'}, {'sku': '564100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/366657_211100.png', 'name': '1000 L'}]"
